quote_id,request_date,customer_age,gender,region,channel,price_offered,discount_percent,previous_policy,converted
101074,14-02-2023,32,F,East,Agent,1075.35,15,0,0
101075,14-02-2023,64,F,South,Online,1958.35,0,1,0
101076,14-02-2023,46,F,East,Agent,1435.01,0,0,0
101077,14-02-2023,50,F,North,Agent,1623.26,10,0,0
101078,14-02-2023,47,M,West,Agent,1666.31,20,1,0
101079,14-02-2023,56,F,East,Call Center,1546.51,0,1,0
101080,15-02-2023,44,M,East,Agent,1205.26,15,0,1
101081,15-02-2023,53,F,West,Online,1755.14,0,0,1
101082,15-02-2023,46,F,South,Call Center,1803.75,5,1,0
101083,15-02-2023,55,F,East,Online,1552.98,20,0,0
101084,15-02-2023,50,M,South,Agent,1488.56,0,1,0
101085,15-02-2023,54,M,South,Online,1113.94,20,0,0
101086,15-02-2023,44,M,East,Call Center,1083.95,0,1,0
101087,15-02-2023,50,M,North,Call Center,1339.56,15,1,1
101088,15-02-2023,21,M,South,Online,1310.85,15,1,0
101089,15-02-2023,39,F,East,Online,1953.66,20,0,1
101090,15-02-2023,19,M,South,Online,1783.62,10,1,0
101091,15-02-2023,27,M,West,Call Center,1659.92,10,1,1
101092,15-02-2023,22,M,North,Agent,1517.65,5,1,0
101093,15-02-2023,27,M,North,Online,1167.37,10,0,1
101094,15-02-2023,50,F,West,Agent,1978.46,20,1,0
101095,15-02-2023,55,M,West,Call Center,1375.04,10,1,1
101096,15-02-2023,30,F,South,Online,1106.93,5,1,0
101097,15-02-2023,48,F,West,Online,1493.8,0,1,0
101098,15-02-2023,64,F,North,Call Center,1874,10,1,0
101099,15-02-2023,53,M,West,Online,1887.29,20,0,0
101100,15-02-2023,62,F,East,Agent,1010.97,20,1,0
101101,15-02-2023,41,M,East,Call Center,1886.3,5,1,0
101102,15-02-2023,32,M,South,Call Center,1271.48,5,0,0
101103,15-02-2023,46,M,North,Online,1038.97,15,0,1
101104,16-02-2023,25,M,East,Call Center,1847.79,15,0,0
101105,16-02-2023,22,M,West,Online,1863.87,15,0,1
101106,16-02-2023,46,F,East,Online,1596.23,0,1,0
101107,16-02-2023,64,F,East,Call Center,1574.43,20,0,0
101108,16-02-2023,21,M,South,Online,1813.12,15,1,0
101109,16-02-2023,29,F,West,Agent,1786.31,20,0,0
101110,16-02-2023,62,M,West,Agent,1890.11,5,0,0
101111,16-02-2023,19,F,West,Online,1552.75,0,1,0
101112,16-02-2023,44,F,South,Agent,1967.65,5,0,0
101113,16-02-2023,48,F,West,Online,1996.15,20,0,1
101114,16-02-2023,53,F,West,Agent,1116.54,15,1,0
101115,16-02-2023,53,F,East,Call Center,1849.54,5,0,1
101116,16-02-2023,43,M,East,Online,1499.82,10,0,1
101117,16-02-2023,60,M,West,Online,1387.57,0,0,0
101118,16-02-2023,44,F,North,Online,1613.07,20,1,1
101119,16-02-2023,22,M,North,Online,1055.97,15,1,0
101120,16-02-2023,37,F,West,Online,1506.46,5,1,1
101121,16-02-2023,28,M,North,Online,1870.89,0,1,0
101122,16-02-2023,27,F,South,Call Center,1213.46,15,1,0
101123,16-02-2023,57,F,East,Call Center,1426.39,5,0,0
101124,16-02-2023,55,F,South,Agent,1939.48,20,1,1
101125,16-02-2023,23,M,East,Online,1428.56,10,0,1
101126,16-02-2023,25,M,North,Agent,1358.37,10,1,0
101127,16-02-2023,40,F,North,Agent,1440.54,20,0,0
101128,17-02-2023,64,F,West,Call Center,1519.45,0,1,1
101129,17-02-2023,43,M,North,Agent,1631.99,20,1,1
101130,17-02-2023,63,M,North,Call Center,1800.69,5,0,0
101131,17-02-2023,60,M,West,Agent,1452.1,0,0,0
101132,17-02-2023,29,M,West,Online,1817.48,10,0,1
101133,17-02-2023,43,M,East,Agent,1533.72,5,0,1
101134,17-02-2023,30,F,North,Call Center,1338.48,15,1,0
101135,17-02-2023,57,M,East,Call Center,1657.95,15,0,1
101136,17-02-2023,35,F,East,Call Center,1717.72,15,0,0
101137,17-02-2023,42,F,South,Agent,1558.05,10,1,1
101138,17-02-2023,50,M,North,Agent,1056.61,20,0,0
101139,17-02-2023,64,M,North,Call Center,1169.88,0,0,0
101140,17-02-2023,57,F,South,Online,1285.3,10,0,1
101141,17-02-2023,60,M,East,Online,1282.63,5,1,0
101142,17-02-2023,29,F,North,Agent,1673.42,5,0,1
101143,17-02-2023,61,M,East,Agent,1018.35,15,1,0
101144,17-02-2023,53,M,South,Call Center,1755.68,0,0,1
101145,17-02-2023,21,M,West,Agent,1265.34,15,1,0
101146,17-02-2023,22,F,East,Agent,1310.02,5,1,0
101147,17-02-2023,54,M,North,Call Center,1527.91,5,0,1
101148,17-02-2023,25,F,West,Call Center,1215.93,20,0,1
101149,17-02-2023,59,M,East,Agent,1884.47,20,0,0
101150,17-02-2023,45,F,East,Online,1085.37,20,0,0
101151,17-02-2023,48,M,West,Agent,1444.38,15,0,0
101152,18-02-2023,26,F,West,Online,1849.42,0,0,0
101153,18-02-2023,46,F,West,Online,1615.84,20,1,1
101154,18-02-2023,31,F,North,Online,1292.33,10,1,0
101155,18-02-2023,57,F,North,Call Center,1420.76,20,0,1
101156,18-02-2023,58,F,East,Call Center,1706.69,15,1,0
101157,18-02-2023,39,F,East,Call Center,1973.26,0,0,0
101158,18-02-2023,28,M,South,Agent,1893.14,20,0,0
101159,18-02-2023,40,F,North,Call Center,1342.43,0,1,0
101160,18-02-2023,18,F,East,Call Center,1998.2,10,0,0
101161,18-02-2023,63,F,West,Agent,1003.5,5,1,0
101162,18-02-2023,54,M,West,Agent,1027.63,0,0,1
101163,18-02-2023,38,M,North,Online,1823.84,20,1,0
101164,18-02-2023,43,M,West,Agent,1199.46,15,0,1
101165,18-02-2023,63,F,South,Agent,1060.77,15,1,1
101166,18-02-2023,53,M,East,Call Center,1237.15,15,1,0
101167,18-02-2023,40,M,East,Online,1426.1,15,0,1
101168,18-02-2023,18,F,East,Online,1730.57,0,0,0
101169,18-02-2023,57,F,North,Agent,1624.34,15,1,0
101170,18-02-2023,32,M,West,Call Center,1237.62,5,0,0
101171,18-02-2023,38,F,South,Call Center,1503.27,10,0,1
101172,18-02-2023,64,F,North,Call Center,1926.21,0,0,1
101173,18-02-2023,26,F,East,Call Center,1815.01,0,0,0
101174,18-02-2023,26,F,South,Agent,1323.19,15,0,0
101175,18-02-2023,27,M,East,Call Center,1982.26,15,0,0
101176,19-02-2023,43,F,East,Online,1708.62,0,1,0
101177,19-02-2023,58,M,North,Online,1062.45,15,1,0
101178,19-02-2023,52,M,East,Agent,1035.16,15,0,1
101179,19-02-2023,42,M,South,Call Center,1168.41,15,1,0
101180,19-02-2023,43,M,East,Call Center,1727.86,15,0,0
101181,19-02-2023,28,F,West,Call Center,1183.74,15,1,0
101182,19-02-2023,55,F,East,Call Center,1511.49,20,0,0
101183,19-02-2023,19,F,North,Agent,1093.26,20,0,0
101184,19-02-2023,24,M,South,Call Center,1920.89,20,0,0
101185,19-02-2023,35,M,North,Agent,1343.96,0,1,1
101186,19-02-2023,44,M,West,Call Center,1908.13,10,0,1
101187,19-02-2023,51,F,East,Call Center,1944.88,0,0,0
101188,19-02-2023,44,M,North,Online,1006.13,20,1,0
101189,19-02-2023,34,F,North,Agent,1464.14,0,1,0
101190,19-02-2023,60,F,North,Online,1024.66,10,0,1
101191,19-02-2023,61,F,North,Agent,1908.69,15,1,0
101192,19-02-2023,41,F,West,Call Center,1518.41,5,1,1
101193,19-02-2023,42,M,West,Call Center,1074.94,20,0,1
101194,19-02-2023,24,F,East,Agent,1110.28,20,0,0
101195,19-02-2023,23,M,East,Online,1383.51,10,0,1
101196,19-02-2023,41,F,South,Agent,1940.23,15,0,1
101197,19-02-2023,50,M,West,Agent,1692.91,15,1,0
101198,19-02-2023,46,M,North,Call Center,1867.62,5,0,0
101199,19-02-2023,60,F,North,Online,1366.46,15,0,1
101200,20-02-2023,39,F,South,Agent,1043.21,10,0,0
101201,20-02-2023,43,F,North,Online,1974.32,15,1,0
101202,20-02-2023,45,M,South,Online,1017.17,10,0,0
101203,20-02-2023,38,F,East,Agent,1947.65,20,0,0
101204,20-02-2023,24,F,West,Online,1368.68,20,0,1
101205,20-02-2023,34,M,South,Call Center,1010.09,20,1,0
101206,20-02-2023,37,F,North,Call Center,1689.16,0,0,1
101207,20-02-2023,58,M,South,Call Center,1980.54,20,0,0
101208,20-02-2023,37,F,East,Call Center,1965.63,10,0,1
101209,20-02-2023,39,M,North,Online,1160.94,5,0,0
101210,20-02-2023,45,M,East,Call Center,1181.25,15,1,0
101211,20-02-2023,57,F,East,Agent,1565.54,20,1,0
101212,20-02-2023,24,M,South,Call Center,1637.3,0,0,1
101213,20-02-2023,18,F,East,Agent,1739.42,0,1,0
101214,20-02-2023,49,F,North,Agent,1181.05,10,1,1
101215,20-02-2023,30,M,East,Call Center,1959.01,5,0,0
101216,20-02-2023,47,F,East,Call Center,1638.74,20,0,0
101217,20-02-2023,40,M,South,Online,1847.05,20,1,1
101218,20-02-2023,36,M,East,Agent,1540.07,0,0,0
101219,20-02-2023,49,M,West,Call Center,1414.28,10,0,0
101220,20-02-2023,47,M,South,Online,1977.18,0,0,0
101221,20-02-2023,46,M,South,Call Center,1582.12,0,0,0
101222,20-02-2023,62,M,North,Call Center,1866.87,5,1,1
101223,20-02-2023,46,M,North,Call Center,1953.29,10,0,0
101224,21-02-2023,47,M,North,Agent,1675.35,5,1,1
101225,21-02-2023,33,F,North,Call Center,1548.94,10,0,1
101226,21-02-2023,57,F,West,Online,1003.51,20,0,0
101227,21-02-2023,36,M,South,Call Center,1040.02,15,1,0
101228,21-02-2023,35,F,East,Call Center,1200.85,15,1,1
101229,21-02-2023,18,F,North,Online,1186.01,10,1,1
101230,21-02-2023,31,F,North,Online,1254.76,15,1,0
101231,21-02-2023,64,F,North,Agent,1304.93,0,0,0
101232,21-02-2023,19,F,East,Agent,1360.07,20,0,0
101233,21-02-2023,45,F,North,Agent,1420.54,20,1,0
101234,21-02-2023,47,M,East,Agent,1098.87,15,0,1
101235,21-02-2023,55,F,South,Online,1042.36,10,0,0
101236,21-02-2023,21,F,South,Call Center,1673.94,0,0,0
101237,21-02-2023,18,F,South,Call Center,1537.33,10,1,1
101238,21-02-2023,25,F,West,Call Center,1444.14,15,1,1
101239,21-02-2023,46,M,East,Agent,1634.44,20,1,1
101240,21-02-2023,56,M,North,Online,1827.68,20,1,0
101241,21-02-2023,20,M,North,Online,1427.69,10,1,0
101242,21-02-2023,49,M,North,Online,1641.12,5,1,0
101243,21-02-2023,27,F,North,Call Center,1953.57,10,1,1
101244,21-02-2023,27,M,West,Agent,1839.62,5,0,1
101245,21-02-2023,36,M,North,Online,1426,10,0,1
101246,21-02-2023,63,M,West,Agent,1644.72,5,1,1
101247,21-02-2023,51,M,East,Online,1177.07,5,0,0
101248,22-02-2023,50,F,South,Agent,1560.52,5,0,0
101249,22-02-2023,40,M,North,Online,1981.33,5,1,0
101250,22-02-2023,45,F,South,Agent,1518.32,0,0,1
101251,22-02-2023,49,M,East,Online,1927.64,5,0,0
101252,22-02-2023,24,F,East,Online,1407.33,5,1,0
101253,22-02-2023,46,F,North,Agent,1998.84,20,1,0
101254,22-02-2023,25,M,East,Agent,1579.22,0,0,0
101255,22-02-2023,18,M,South,Call Center,1042.27,5,1,1
101256,22-02-2023,20,M,North,Agent,1586.75,15,1,0
101257,22-02-2023,41,M,West,Online,1274.57,0,0,1
101258,22-02-2023,40,F,North,Online,1032.48,20,1,0
101259,22-02-2023,25,F,South,Agent,1820.85,10,0,0
101260,22-02-2023,64,M,North,Call Center,1275.73,20,1,0
101261,22-02-2023,54,M,North,Agent,1796.55,20,0,1
101262,22-02-2023,20,F,South,Online,1288.22,0,1,0
101263,22-02-2023,50,M,North,Online,1194.33,0,0,0
101264,22-02-2023,45,F,North,Call Center,1973.94,15,1,0
101265,22-02-2023,64,M,South,Agent,1361.65,15,0,0
101266,22-02-2023,25,F,East,Online,1601.38,0,1,0
101267,22-02-2023,51,F,South,Online,1609.98,0,0,0
101268,22-02-2023,52,F,North,Online,1560.47,0,1,1
101269,22-02-2023,49,F,West,Agent,1914.7,10,0,1
101270,22-02-2023,41,F,West,Agent,1674.44,20,0,0
101271,22-02-2023,31,M,South,Call Center,1403.73,15,1,1
101272,23-02-2023,49,F,West,Online,1862.38,15,1,1
101273,23-02-2023,63,M,North,Online,1181.06,5,0,1
101274,23-02-2023,60,F,North,Call Center,1544.24,10,1,0
101275,23-02-2023,33,F,South,Online,1950.55,0,0,0
101276,23-02-2023,21,M,North,Call Center,1625.4,0,0,1
101277,23-02-2023,54,M,East,Call Center,1816.97,10,0,1
101278,23-02-2023,38,M,North,Online,1653.56,15,0,0
101279,23-02-2023,31,M,South,Agent,1839.37,0,0,0
101280,23-02-2023,48,F,East,Agent,1944.49,5,0,0
101281,23-02-2023,35,M,East,Agent,1272.92,15,1,0
101282,23-02-2023,24,F,West,Agent,1169.66,20,0,0
101283,23-02-2023,27,M,North,Online,1483.99,10,0,0
101284,23-02-2023,24,M,South,Call Center,1701.86,15,0,0
101285,23-02-2023,50,F,West,Call Center,1227.19,20,0,0
101286,23-02-2023,40,F,West,Online,1004.1,5,0,0
101287,23-02-2023,38,M,North,Agent,1342.94,10,1,0
101288,23-02-2023,36,F,North,Call Center,1968.86,0,1,0
101289,23-02-2023,36,F,South,Online,1694.97,0,0,0
101290,23-02-2023,53,F,West,Online,1401.33,20,0,0
101291,23-02-2023,46,F,South,Agent,1192.58,15,0,0
101292,23-02-2023,35,F,West,Online,1356.09,5,1,0
101293,23-02-2023,19,F,West,Call Center,1169.84,20,1,0
101294,23-02-2023,18,F,West,Call Center,1106.31,5,0,0
101295,23-02-2023,64,F,North,Online,1906.74,5,1,0
101296,24-02-2023,22,M,West,Call Center,1997.65,5,0,1
101297,24-02-2023,37,F,West,Online,1164.11,10,0,0
101298,24-02-2023,28,M,West,Call Center,1054.52,20,1,1
101299,24-02-2023,59,F,East,Agent,1329.73,10,1,0
101300,24-02-2023,19,F,North,Call Center,1461.66,15,1,1
101301,24-02-2023,20,F,East,Agent,1204.82,15,1,0
101302,24-02-2023,40,F,North,Agent,1301.42,0,1,0
101303,24-02-2023,29,M,South,Online,1200.87,0,0,0
101304,24-02-2023,37,M,East,Agent,1774.26,0,1,1
101305,24-02-2023,22,F,South,Call Center,1712.58,15,0,0
101306,24-02-2023,54,M,West,Call Center,1634.95,5,1,1
101307,24-02-2023,55,F,South,Agent,1387.22,5,0,0
101308,24-02-2023,47,F,South,Online,1909.04,20,1,1
101309,24-02-2023,26,M,South,Agent,1969.53,15,1,1
101310,24-02-2023,51,M,South,Call Center,1173.64,0,0,1
101311,24-02-2023,61,F,North,Call Center,1223.01,15,1,1
101312,24-02-2023,52,F,East,Agent,1525.63,5,0,0
101313,24-02-2023,39,M,North,Agent,1091.25,5,1,0
101314,24-02-2023,61,F,North,Agent,1436.45,10,0,0
101315,24-02-2023,41,M,North,Call Center,1581.79,10,0,0
101316,24-02-2023,34,F,South,Call Center,1522.07,20,1,0
101317,24-02-2023,27,F,North,Call Center,1330.91,15,1,0
101318,24-02-2023,47,M,East,Online,1542.45,10,1,1
101319,24-02-2023,63,M,North,Call Center,1958.8,10,1,0
101320,25-02-2023,40,M,West,Call Center,1206.02,15,1,0
101321,25-02-2023,49,F,South,Online,1654.83,5,0,0
101322,25-02-2023,34,F,West,Online,1043.4,20,1,1
101323,25-02-2023,34,F,East,Online,1066.42,20,1,0
101324,25-02-2023,31,F,East,Online,1551.83,20,0,0
101325,25-02-2023,26,M,East,Online,1104.94,10,0,1
101326,25-02-2023,57,F,East,Online,1022.35,5,1,0
101327,25-02-2023,19,F,North,Agent,1171.51,20,0,1
101328,25-02-2023,62,F,South,Agent,1564.85,15,1,1
101329,25-02-2023,42,M,East,Agent,1703.34,20,0,0
101330,25-02-2023,56,F,West,Agent,1202.48,0,0,1
101331,25-02-2023,26,F,East,Call Center,1668.26,5,0,1
101332,25-02-2023,39,M,South,Online,1182.48,0,1,0
101333,25-02-2023,60,F,West,Call Center,1613.46,5,0,0
101334,25-02-2023,63,F,West,Online,1411.96,15,1,0
101335,25-02-2023,21,M,West,Online,1653.8,10,1,1
101336,25-02-2023,43,F,North,Call Center,1995.05,10,1,0
101337,25-02-2023,46,F,East,Agent,1937.82,5,0,1
101338,25-02-2023,62,F,North,Call Center,1004.28,20,1,0
101339,25-02-2023,51,M,West,Call Center,1885.44,0,0,1
101340,25-02-2023,40,F,North,Online,1066.49,15,0,0
101341,25-02-2023,54,F,North,Online,1953.05,20,1,0
101342,25-02-2023,28,M,North,Online,1281.83,10,1,0
101343,25-02-2023,23,M,East,Agent,1382.03,20,1,1
101344,26-02-2023,35,F,West,Call Center,1091.64,0,1,0
101345,26-02-2023,38,F,West,Call Center,1112.27,10,1,1
101346,26-02-2023,59,F,East,Agent,1726.74,5,0,0
101347,26-02-2023,53,F,North,Call Center,1944.33,15,0,1
101348,26-02-2023,58,M,North,Call Center,1610.75,15,1,1
101349,26-02-2023,55,F,South,Online,1715.85,10,1,0
101350,26-02-2023,51,M,South,Agent,1761.97,5,1,1
101351,26-02-2023,34,M,South,Online,1262.81,0,0,0
101352,26-02-2023,54,F,East,Agent,1045.23,15,0,1
101353,26-02-2023,42,F,West,Online,1001.87,10,1,0
101354,26-02-2023,55,M,South,Call Center,1350.65,15,1,0
101355,26-02-2023,29,M,West,Agent,1241.46,5,0,1
101356,26-02-2023,40,F,West,Agent,1062.32,0,0,1
101357,26-02-2023,59,M,West,Online,1179.53,5,1,0
101358,26-02-2023,39,F,East,Agent,1124.5,20,1,1
101359,26-02-2023,38,F,East,Call Center,1914.88,5,0,0
101360,26-02-2023,44,M,East,Call Center,1140.27,5,0,1
101361,26-02-2023,48,M,East,Call Center,1537.65,15,0,0
101362,26-02-2023,23,F,South,Online,1593.11,5,0,0
101363,26-02-2023,44,M,North,Agent,1543.49,10,0,0
101364,26-02-2023,57,F,North,Online,1099.06,15,1,1
101365,26-02-2023,51,F,North,Call Center,1318.8,15,1,0
101366,26-02-2023,29,F,South,Agent,1051.27,20,0,1
101367,26-02-2023,62,M,North,Call Center,1395.67,10,0,1
101368,27-02-2023,24,F,South,Agent,1188.6,5,0,0
101369,27-02-2023,27,F,South,Agent,1561.63,20,0,0
101370,27-02-2023,62,F,South,Online,1692.81,10,1,0
101371,27-02-2023,34,F,North,Agent,1532.12,20,1,0
101372,27-02-2023,43,F,West,Call Center,1434.24,0,1,0
101373,27-02-2023,38,F,North,Agent,1387.33,5,1,1
101374,27-02-2023,45,F,North,Call Center,1841.69,20,0,0
101375,27-02-2023,63,F,East,Online,1219.37,0,0,1
101376,27-02-2023,19,F,South,Call Center,1734.22,5,1,0
101377,27-02-2023,60,F,West,Agent,1757.48,20,0,0
101378,27-02-2023,18,F,East,Call Center,1419.2,20,1,0
101379,27-02-2023,53,M,West,Call Center,1297.3,20,0,1
101380,27-02-2023,43,F,West,Agent,1470.54,20,0,0
101381,27-02-2023,46,F,South,Call Center,1093.21,15,1,1
101382,27-02-2023,38,F,North,Agent,1045.93,20,0,0
101383,27-02-2023,28,M,South,Online,1111.6,15,0,1
101384,27-02-2023,57,F,South,Call Center,1187.15,15,0,1
101385,27-02-2023,28,M,East,Online,1504.18,0,1,1
101386,27-02-2023,53,F,South,Call Center,1849.14,5,0,0
101387,27-02-2023,56,F,North,Call Center,1235.64,15,0,0
101388,27-02-2023,57,M,West,Online,1935.16,10,0,1
101389,27-02-2023,52,F,South,Call Center,1954.91,15,1,0
101390,27-02-2023,51,M,West,Call Center,1958.9,10,0,1
101391,27-02-2023,64,M,South,Online,1837.56,0,0,1
101392,28-02-2023,41,F,West,Call Center,1363.83,10,1,0
101393,28-02-2023,39,F,South,Agent,1072.68,0,0,0
101394,28-02-2023,22,F,East,Call Center,1568.82,0,0,0
101395,28-02-2023,50,F,West,Call Center,1558.68,0,0,0
101396,28-02-2023,53,M,South,Call Center,1849.98,10,1,1
101397,28-02-2023,64,M,South,Online,1995.99,10,0,1
101398,28-02-2023,37,F,East,Agent,1508.16,0,0,0
101399,28-02-2023,36,M,East,Agent,1345.2,0,1,1
101400,28-02-2023,52,M,East,Call Center,1185.9,5,1,0
101401,28-02-2023,60,F,West,Online,1004.8,0,0,0
101402,28-02-2023,34,M,West,Online,1509.11,20,0,0
101403,28-02-2023,62,M,East,Agent,1555.52,5,0,1
101404,28-02-2023,60,F,North,Online,1824.94,5,1,1
101405,28-02-2023,51,M,North,Call Center,1504.58,5,0,0
101406,28-02-2023,26,F,South,Call Center,1916.47,20,1,0
101407,28-02-2023,43,M,North,Online,1628.08,5,0,0
101408,28-02-2023,19,F,South,Call Center,1840.34,5,1,1
101409,28-02-2023,26,M,West,Agent,1148.3,10,1,0
101410,28-02-2023,26,M,West,Call Center,1855.34,10,1,0
101411,28-02-2023,57,F,North,Online,1675.14,0,0,1
101412,28-02-2023,34,F,West,Agent,1170.23,0,1,0
101413,28-02-2023,18,F,East,Call Center,1189.76,15,1,0
101414,28-02-2023,42,F,East,Agent,1926.5,20,0,0
101415,28-02-2023,60,M,North,Online,1032.22,10,1,1
101416,01-03-2023,57,M,North,Call Center,1462.53,0,1,1
101417,01-03-2023,59,M,South,Call Center,1313.48,20,0,0
101418,01-03-2023,42,F,West,Agent,1665.08,5,1,0
101419,01-03-2023,56,M,South,Call Center,1839.63,20,0,0
101420,01-03-2023,52,M,South,Call Center,1360.38,10,0,0
101421,01-03-2023,20,F,East,Call Center,1426.9,15,0,0
101422,01-03-2023,54,F,East,Call Center,1981.92,10,1,0
101423,01-03-2023,61,M,East,Online,1783.92,0,0,0
101424,01-03-2023,61,F,East,Call Center,1897.2,0,1,1
101425,01-03-2023,47,M,South,Agent,1438.76,20,1,0
101426,01-03-2023,55,M,East,Online,1234.08,10,1,1
101427,01-03-2023,51,F,West,Agent,1411.86,0,1,0
101428,01-03-2023,29,M,East,Agent,1716.09,5,0,0
101429,01-03-2023,36,F,East,Agent,1109.43,5,0,0
101430,01-03-2023,54,F,East,Online,1270.47,15,1,0
101431,01-03-2023,61,M,North,Online,1046.64,20,1,1
101432,01-03-2023,34,M,West,Online,1432.35,0,0,1
101433,01-03-2023,27,M,West,Call Center,1827.45,15,0,0
101434,01-03-2023,64,F,South,Agent,1024.66,5,0,1
101435,01-03-2023,29,M,South,Online,1675.32,15,1,1
101436,01-03-2023,33,F,East,Agent,1932.5,15,0,0
101437,01-03-2023,41,F,North,Online,1236.93,0,0,0
101438,01-03-2023,36,M,South,Online,1693.63,0,0,0
101439,01-03-2023,25,F,South,Online,1975.1,0,1,1
101440,02-03-2023,48,M,East,Agent,1962.28,20,0,0
101441,02-03-2023,38,M,East,Call Center,1234.93,15,0,0
101442,02-03-2023,34,M,South,Online,1100.33,15,0,0
101443,02-03-2023,40,M,South,Online,1148.28,20,1,0
101444,02-03-2023,54,M,West,Online,1702.04,5,1,1
101445,02-03-2023,33,M,North,Call Center,1725.76,10,0,0
101446,02-03-2023,23,M,West,Agent,1674.24,5,1,0
101447,02-03-2023,25,F,South,Agent,1336.08,20,1,1
101448,02-03-2023,42,M,West,Agent,1169.78,15,0,0
101449,02-03-2023,35,F,West,Agent,1580.76,15,1,0
101450,02-03-2023,42,F,South,Online,1483.68,0,0,1
101451,02-03-2023,29,F,East,Call Center,1728.83,0,1,1
101452,02-03-2023,32,M,South,Online,1441.36,15,1,0
101453,02-03-2023,43,F,East,Call Center,1338.64,15,0,0
101454,02-03-2023,58,F,South,Agent,1293.48,0,0,1
101455,02-03-2023,62,M,South,Call Center,1211.47,0,0,0
101456,02-03-2023,43,M,South,Online,1265.75,5,1,1
101457,02-03-2023,64,F,North,Online,1094.83,15,1,1
101458,02-03-2023,49,M,East,Agent,1346.86,15,1,0
101459,02-03-2023,27,M,North,Online,1036.57,20,1,1
101460,02-03-2023,33,M,South,Online,1186.41,5,0,0
101461,02-03-2023,24,M,West,Call Center,1746.77,10,0,1
101462,02-03-2023,34,F,North,Online,1325.47,10,0,1
101463,02-03-2023,40,M,East,Agent,1668.24,10,0,0
101464,03-03-2023,43,M,South,Agent,1716.88,0,0,0
101465,03-03-2023,38,M,North,Online,1581.19,10,1,0
101466,03-03-2023,39,F,West,Agent,1958.7,20,1,0
101467,03-03-2023,24,F,North,Call Center,1021.44,0,0,0
101468,03-03-2023,31,M,East,Call Center,1738.65,0,1,1
101469,03-03-2023,32,M,North,Online,1958.79,10,1,0
101470,03-03-2023,24,F,West,Online,1862.27,0,1,0
101471,03-03-2023,26,M,West,Call Center,1167.89,5,0,1
101472,03-03-2023,25,M,East,Agent,1326.82,5,1,0
101473,03-03-2023,40,F,West,Online,1172.45,10,0,1
101474,03-03-2023,46,M,South,Online,1601.31,20,1,0
101475,03-03-2023,35,M,West,Agent,1712.19,0,1,0
101476,03-03-2023,48,F,South,Online,1317.07,15,0,0
101477,03-03-2023,47,F,North,Agent,1539.51,10,0,1
101478,03-03-2023,56,M,South,Agent,1690.92,0,0,0
101479,03-03-2023,52,F,South,Agent,1421.34,10,0,0
101480,03-03-2023,35,M,North,Agent,1854.02,10,1,0
101481,03-03-2023,59,M,West,Agent,1771.55,20,0,1
101482,03-03-2023,56,M,South,Call Center,1064.67,15,0,0
101483,03-03-2023,34,F,West,Agent,1621.13,0,1,1
101484,03-03-2023,31,F,North,Call Center,1235.33,10,1,1
101485,03-03-2023,48,M,East,Agent,1557.52,10,1,0
101486,03-03-2023,41,M,West,Online,1956.89,0,0,0
101487,03-03-2023,52,F,West,Call Center,1879.06,10,0,0
101488,04-03-2023,61,F,East,Online,1404.52,10,1,0
101489,04-03-2023,62,F,East,Agent,1291.51,10,1,0
101490,04-03-2023,51,M,North,Agent,1234.41,5,1,0
101491,04-03-2023,20,F,West,Online,1532.51,5,0,0
101492,04-03-2023,54,F,West,Agent,1114.25,15,1,0
101493,04-03-2023,60,M,North,Online,1549.28,20,0,0
101494,04-03-2023,57,M,West,Agent,1001.33,0,0,0
101495,04-03-2023,43,M,South,Agent,1323.85,20,1,1
101496,04-03-2023,40,F,South,Call Center,1219.93,20,0,0
101497,04-03-2023,61,M,South,Online,1971.22,5,0,0
101498,04-03-2023,56,M,West,Agent,1727.24,15,0,0
101499,04-03-2023,32,M,South,Online,1349.65,20,0,0
101500,04-03-2023,21,M,South,Call Center,1092.85,20,0,0
101501,04-03-2023,46,F,North,Online,1516.8,10,0,0
101502,04-03-2023,39,M,North,Call Center,1213.45,0,1,0
101503,04-03-2023,42,F,East,Online,1536.43,15,0,1
101504,04-03-2023,30,F,East,Online,1835.36,0,1,1
101505,04-03-2023,35,F,East,Call Center,1615.79,5,0,0
101506,04-03-2023,50,M,East,Agent,1633.79,20,1,1
101507,04-03-2023,33,F,North,Agent,1541.03,20,1,0
101508,04-03-2023,62,M,North,Agent,1927.27,0,1,0
101509,04-03-2023,59,M,North,Online,1931.9,5,0,0
101510,04-03-2023,61,M,South,Online,1512.72,10,0,0
101511,04-03-2023,19,F,South,Agent,1305.76,10,0,0
101512,05-03-2023,52,M,East,Online,1459.59,20,0,1
101513,05-03-2023,59,M,South,Online,1186.56,20,0,0
101514,05-03-2023,51,M,West,Agent,1636.34,15,0,0
101515,05-03-2023,47,F,North,Call Center,1500.09,0,1,0
101516,05-03-2023,30,F,East,Online,1103.3,20,0,0
101517,05-03-2023,30,F,East,Online,1197.65,5,0,0
101518,05-03-2023,35,M,West,Online,1479.63,0,0,0
101519,05-03-2023,49,F,South,Online,1887.59,15,1,0
101520,05-03-2023,49,M,East,Call Center,1566.39,10,1,0
101521,05-03-2023,52,M,South,Agent,1681.54,15,1,0
101522,05-03-2023,56,F,South,Online,1339.03,0,1,0
101523,05-03-2023,63,M,West,Agent,1571.41,10,0,0
